business_name,main_topic,mention_count,pct_negative,avg_urgency_score,actionable_count,priority_score,title,description,evidence,recommendation
El Mesón de Gauss,Menu & Options,3,100.0,1.33,3,3.99,Opciones del menú limitadas y confusas,Los clientes expresan frustración por la falta de disponibilidad de platos y postres anunciados en el menú. Esto genera decepción y una mala experiencia al no poder elegir lo esperado.,"""Ofrecieron la carta Y no tienen nada, un desastre!"" — 3 menciones (100% negativas)","Actualizar el menú físico o digital para reflejar la disponibilidad real de platos y postres, o capacitar al personal para informar proactivamente sobre las ausencias."
Mitica,Food Quality,28,10.7,1.07,27,3.21,Calidad de la comida: inconsistencia en sabores y porciones,"Aunque muchos clientes elogian la originalidad y el sabor de los platos, hay quejas sobre la falta de gusto en algunos y porciones pequeñas, especialmente en el desayuno. Esto genera una percepción de baja calidad en contraste con el ambiente del restaurante.","""La carne de cerdo sin gusto con una salsa incomible"" — 10.7% de menciones negativas",Revisar la preparación de platos específicos que reciben críticas negativas y evaluar el tamaño de las porciones de desayuno para asegurar consistencia.
El Mesón de Gauss,Hygiene & Cleanliness,1,100.0,3.0,True,3.0,Higiene deficiente: un problema crítico,"La falta de higiene es un punto de fricción importante, con el 100% de las menciones siendo negativas. Los clientes expresan asco ante la limpieza percibida.","""se ve q ni lavan ni miran las tazas!! Vomito del asco"" — 1 mención (100% negativa)","Implementar un protocolo de limpieza exhaustivo para vajilla y utensilios, con supervisión diaria."
Mitica,Staff Attitude,29,6.9,1.03,29,2.06,Actitud del personal: un punto fuerte del servicio,La mayoría de los clientes destacan la amabilidad y profesionalismo del personal. La atención cálida y la predisposición para ayudar son aspectos muy valorados.,"""desde el principio hasta el fin, nos atendieron como los dioses."" — 29 menciones (6.9% negativas)","Reconocer y premiar al personal destacado, como Paula, Franco y Juliana, por su excelente servicio y atención al cliente."
Mitica,Service Speed,1,100.0,2.0,True,2.0,Lentitud del servicio impacta la recurrencia,"Una mención negativa sobre la lentitud del servicio indica que la experiencia prolongada desalienta visitas futuras, especialmente para almuerzos entre semana.","""Fuimos a mediodía y demoramos 2 hs en comer .... Descartado como opción de almuerzos en al semana."" — 1 mención (100% negativa)",Evaluar la eficiencia del servicio durante el almuerzo y optimizar tiempos de preparación y entrega de platos.
Mitica,Price / Value,2,100.0,1.0,2,2.0,Percepción de alto costo vs. valor ofrecido,Los clientes perciben que los precios son elevados en relación con la cantidad o calidad de la comida. Esto genera insatisfacción y la sensación de no recibir un buen valor por su dinero.,"""y si desean gastar poco, aca no es, amen"" — 2 menciones (100% negativas)",Revisar la relación cantidad/precio de los platos del menú y considerar promociones o menús de degustación para mejorar la percepción de valor.
Mitica,Booking & Reservations,1,100.0,2.0,True,2.0,Problemas con reservas: cupos agotados,Una reserva para 8 personas no pudo ser honrada debido a que el cupo del menú ejecutivo se había agotado. Esto genera una experiencia negativa para el cliente.,"""Hicimos una reserva para 8 personas para el menú ejecutivo el día anterior, pero al llegar nos dijeron que se había acabado el cupo"" — 1 mención (100% negativa)",Implementar un sistema de gestión de reservas que confirme disponibilidad en tiempo real y notifique al personal sobre cupos limitados.
Mitica,Menu & Options,3,66.7,1.0,3,2.0,Menú confuso y opciones limitadas,"Los clientes expresan frustración por la falta de claridad y actualización del menú, así como por restricciones horarias arbitrarias en la oferta. Esto genera insatisfacción y percepciones negativas sobre la flexibilidad del servicio.","""Tienen el menú ejecutivo en una historia de Instagram y resulta que no la actualizan."" — 3 menciones (66.7% negativas)","Actualizar el menú físico y digital regularmente, y clarificar las políticas de horario para cada plato."
Vittorio Ristorante,Overall Experience,5,20.0,1.2,4,1.2,Experiencia general: Mayormente positiva con áreas de mejora,"La mayoría de los clientes tienen una experiencia positiva, destacando la excelencia y el disfrute. Sin embargo, una minoría reporta experiencias muy negativas que empañan la reputación.","""Es lamentable salir un domingo y pasarla mal. Con dos niños y una persona mayor. Una vergüenza."" — 1 mención (20% negativa)",Investigar a fondo las experiencias negativas para identificar causas específicas y asegurar la consistencia del servicio para todos los clientes.
Vittorio Ristorante,Staff Attitude,18,5.6,1.11,18,1.12,Actitud del personal: un punto de mejora,"Aunque la mayoría de las menciones sobre el personal son positivas, un pequeño porcentaje destaca una atención grosera e impaciente. Es crucial mantener la excelencia en el trato al cliente.","""fomos atendidos por um rapaz de óculos que sou super grosseiro e impaciente"" — 5.6% menciones negativas",Reforzar la capacitación en atención al cliente y manejo de situaciones de estrés para todo el personal.
Vittorio Ristorante,Food Quality,21,4.8,1.05,20,1.06,Calidad de la comida: Mayormente positiva con excepciones,"La mayoría de los clientes elogian la calidad de las pastas y postres. Sin embargo, una mención negativa destaca una tabla de mariscos decepcionante.","""exquisitos los tagliatelle con mariscos! el crepe de dulce de leche y el tiramisú muy buenos!!"" — 21 menciones (4.8% negativas)","Mantener la calidad de las pastas y postres, y revisar la preparación y frescura de las tablas de mariscos."
Mitica,Ambiance,14,7.1,1.07,13,1.06,Ambiente: un punto fuerte con una excepción notable,"La mayoría de los clientes elogian el ambiente agradable y acogedor del restaurante, lo que fomenta el deseo de regresar. Sin embargo, un cliente mencionó que el ruido excesivo dificultó la conversación.","""El ambiente muy ruidoso prácticamente no se podía escuchar a la otra persona"" — 14 menciones (7.1% negativas)","Evaluar la acústica del local y considerar medidas para mitigar el ruido en áreas específicas, especialmente durante horas pico."
El Mesón de Gauss,Ambiance,9,11.1,1.0,8,1.0,Ambiente: una experiencia mixta para los comensales,"Si bien la mayoría de los clientes aprecian el ambiente general del restaurante, algunos comentarios señalan inconsistencias en la comodidad de los asientos y mesas.","""Asientos y mesas desniveladas."" — 1 mención (11.1% negativas)",Inspeccionar y nivelar mesas y asientos para asegurar la comodidad de todos los clientes.
IDA Restaurant Bar,Ambiance,23,4.3,1.0,22,0.99,Ambiente: un punto fuerte con margen de mejora,"La mayoría de los clientes elogian la atmósfera del restaurante, destacando la música, los aromas y el diseño. Sin embargo, un cliente sugirió mejorar la iluminación.","""un poco más de iluminación ya que solo hay velas en las mesas"" — 4.3% menciones negativas","Evaluar la posibilidad de incorporar iluminación ambiental adicional, sin sacrificar la atmósfera cálida actual."
IDA Restaurant Bar,Overall Experience,8,0.0,1.0,4,0.0,Experiencia general consistentemente positiva,"Los clientes expresan una alta satisfacción con la experiencia general en IDA Restaurant Bar. La mayoría de los comentarios son positivos, destacando la calidad y el disfrute de sus visitas.","""Excelente todo, soy cliente desde hace muchos años me encanta"" — 8 menciones (0% negativas)",Mantener la calidad actual y considerar programas de fidelización para clientes recurrentes.
Mitica,Overall Experience,3,0.0,1.0,2,0.0,Experiencia general positiva y altamente recomendada,"Los clientes expresan una satisfacción general muy alta con la experiencia en el restaurante. La totalidad de las menciones son positivas, lo que indica un alto nivel de recomendación.","""Toda la experiencia se disfruta mucho!! Muy recomendado!!"" — 3 menciones (0% negativas)",Mantener la calidad actual del servicio y la oferta gastronómica para seguir generando experiencias memorables.
Vittorio Ristorante,Menu & Options,3,0.0,1.0,3,0.0,Variedad y calidad del menú,Los clientes elogian la diversidad de opciones disponibles en el menú. La carta es percibida como completa y satisfactoria.,"""La carta es muy variada."" — 3 menciones (0% negativas)",Mantener la variedad actual del menú y considerar destacar platos populares en promociones.
Vittorio Ristorante,Booking & Reservations,1,0.0,1.0,False,0.0,Reservas: un proceso sin inconvenientes,Los clientes que utilizan el sistema de reservas no reportan problemas. La experiencia de llegada a tiempo para la reserva es positiva.,Llegamos en tiempo a nuestra reserva. — 1 mención (0% negativas),Mantener el sistema de reservas actual y considerar promociones para incentivar su uso.
Vittorio Ristorante,Ambiance,9,0.0,1.0,9,0.0,Ambiente acogedor y espacioso,"Los clientes elogian consistentemente el ambiente del restaurante, destacando su calidez, comodidad y diseño. El espacio al aire libre es particularmente apreciado.","""el ambiente es muy agradable, el espacio al aire libre es muy lindo"" — 9 menciones (0% negativas)","Mantener la decoración y el mobiliario actual, y considerar expandir o promocionar más el área al aire libre."
Vittorio Ristorante,Price / Value,3,0.0,1.0,3,0.0,Precios competitivos y excelente relación calidad-precio,Los clientes destacan consistentemente los precios razonables y accesibles del restaurante. La percepción general es que la calidad de la comida y el servicio justifican plenamente los costos.,"""precios razonables"" — 3 menciones (0% negativas)",Mantener la política de precios actual y seguir ofreciendo promociones que refuercen la percepción de valor.
